name,city,state,good_suggestion,bad_suggestion,period
Berry Field,Oviedo,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Berry Field,Oviedo,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Baskin Robbins,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Baskin Robbins,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Kells Kreme,Revere,MA,['It is good to see that the food in your shop is soft and keep it.'],['Chocolate food looks not good in your shop and tries to improve it.'],pre covid
Kells Kreme,Revere,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Trani,Boston,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Trani,Boston,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Monkey King Tea,Malden,MA,['It is good to see that the food in your shop is soft and keep it.'],"['The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Monkey King Tea,Malden,MA,"['It is good and keep to make delicious chocolate food.', 'It is good and keep to make delicious fruity food.', 'The honey in your shop is very popular for consumers and keep it good.']",['Your home made food  is not very popular for consumers and try to improve it.'],after covid
Cook Out,Tucker,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The food in your shop seems not fit with the taste of consumers, try to make them more delicious.']",pre covid
Cook Out,Tucker,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
